Date,Sentiment,Return
2021-11-08,-0.3627091875,0.0669515471811146
2021-11-09,0.2537607155,-0.0088060963717171
2021-11-10,-0.2179324849999999,-0.0295138674213993
2021-11-11,-0.275028345,-0.0006965054346836
2021-11-12,0.10127542025,-0.0122250963632459
2021-11-13,0.0,0.004887870563917
2021-11-14,0.8732334,0.0154695177875643
2021-11-15,0.25987203375,-0.0291593233239323
2021-11-16,0.258406138625,-0.0534414533015095
2021-11-17,0.24302943315,0.0034368574194389
2021-11-18,-0.06117361775,-0.0567498398980057
2021-11-19,-0.014313079,0.0206778578061734
2021-11-20,0.39745983,0.0271443330869842
2021-11-21,0.0,-0.0161937046613239
2021-11-22,0.3418011825,-0.0415659405964827
2021-11-23,0.0448103375,0.022735855747423
2021-11-24,0.102387905075,-0.0223843870166022
2021-11-25,0.170921815,0.0176660693740031
2021-11-26,-0.152497621,-0.064686770536555
2021-11-27,0.0,0.023246554945143
2021-11-28,0.0,0.0443925100444249
2021-11-29,-0.29617260925,0.009748898117819
2021-11-30,-0.0643189919999999,-0.0138589899868777
2021-12-01,0.0,0.0039365085108058
2021-12-02,0.0,-0.0131402057875741
2021-12-03,0.0,-0.0509858648179134
2021-12-04,0.0,-0.0820463968365335
2021-12-05,0.0,0.003417522933012
2021-12-06,0.0,0.0245858957900213
2021-12-07,0.0,0.0023221597831271
2021-12-08,0.0,-0.0038518487471744
2021-12-09,0.32069745535,-0.0560872621319695
2021-12-10,0.47026954625,-0.0089951190845213
2021-12-11,-0.89446104,0.0448572160440061
2021-12-12,0.0,0.0149066195703628
2021-12-13,-0.175264682,-0.0670851717099511
2021-12-14,0.0879910222499999,-0.0026712534564946
2021-12-15,0.379839098,0.049001519672527
2021-12-16,0.5829607695,-0.0251815828978184
2021-12-17,-0.1584967745,-0.0306990072157418
2021-12-18,0.077987632,0.0139957315631233
2021-12-19,0.0,-0.0030259427628138
2021-12-20,0.010978062,0.0037095437683511
2021-12-21,-0.062366836,0.0438635616940126
2021-12-22,0.010978062,-0.0062959314476722
2021-12-23,-0.464642519,0.0443366919436007
2021-12-24,0.4721767699999999,0.0007414904357732
2021-12-25,-0.63408464,-0.007719775485643
2021-12-26,0.0,0.0075284019171428
2021-12-27,-0.0152751994999999,-0.0033280706216139
2021-12-28,-0.705007315,-0.0602594256209162
2021-12-29,-0.1447496996666666,-0.0240422788062495
2021-12-30,0.18470389275,0.0157911212643124
2021-12-31,-0.22795865725,-0.0184763529177982
2022-01-01,-0.016269937,0.0298093964713672
2022-01-02,0.0,-0.0071632749620244
2022-01-03,-0.1537588958,-0.0187368774698079
2022-01-04,-0.23718131225,-0.0120655550135126
2022-01-05,0.5238338,-0.0507340606150975
2022-01-06,0.0327331837777777,-0.0093661590158929
2022-01-07,-0.3938831367142857,-0.0371407046918699
2022-01-08,0.005552888,0.0042359949028196
2022-01-09,0.0,0.0042569704720818
2022-01-10,0.0278372773333333,-0.0021554853640055
2022-01-11,0.5049484054,0.0218691094532414
2022-01-12,0.2581992895,0.0283894186846727
2022-01-13,0.1431173231428571,-0.0308887144841734
2022-01-14,0.039264781375,0.0119302693589786
2022-01-15,-0.24812356,0.0018027786773091
2022-01-16,0.0,-0.0014711291913973
2022-01-17,-0.1307005376428571,-0.0200243667909649
2022-01-18,0.0510152337352941,0.0029604828561313
2022-01-19,0.0815909434033333,-0.0148978232441587
2022-01-20,-0.0173027069090909,-0.025486340397292
2022-01-21,-0.332284534625,-0.1038116561571248
2022-01-22,-0.38268553,-0.0391434846807691
2022-01-23,0.0697880766666666,0.035585092527173
2022-01-24,-0.4418548016666667,0.010406744495611
2022-01-25,-0.10077739425,0.0081757270308715
2022-01-26,0.2219981506363636,-0.0027570168785626
2022-01-27,-0.1324027738823529,0.0077638212607122
2022-01-28,0.07462722245,0.017397102127314
2022-01-29,-0.339768449,0.0093649308384582
2022-01-30,-0.1391680466666666,-0.0057836563466686
2022-01-31,-0.0406728309655555,0.0149145361045013
2022-02-01,0.0104020570869565,0.0067600652883568
2022-02-02,0.03298692472,-0.0462090294303103
2022-02-03,-0.1190489854285714,0.0054560461329451
2022-02-04,0.1333672262941176,0.116978066100073
2022-02-05,0.0799522223375,-0.0014387874352046
2022-02-06,0.3897491865714286,0.0234373129525311
2022-02-07,0.249154123985,0.0336658720453715
2022-02-08,0.2383011391249999,0.0063448528050995
2022-02-09,0.1168060204782608,0.0049945450466173
2022-02-10,-0.0745001796538461,-0.0174493592131327
2022-02-11,-0.0197635109999999,-0.0265619826070333
2022-02-12,-0.0358295158272727,-0.0038546734323026
2022-02-13,0.156991544,-0.0011114620775056
2022-02-14,0.1296916629444444,0.0092280869615768
2022-02-15,-0.028396334,0.0466876977974548
2022-02-16,-0.1884047781923077,-0.0137597522164965
2022-02-17,-0.1382208703478261,-0.0778822302997733
2022-02-18,-0.1230720851923077,-0.0125076473845776
2022-02-19,-0.0971778013333333,0.0022777282826873
2022-02-20,0.0501344249999999,-0.0421407397253231
2022-02-21,-0.0423271233749999,-0.0352862086879078
2022-02-22,-0.0505375293695652,0.0326564237122273
2022-02-23,0.1809646531944444,-0.0258438156136229
2022-02-24,-0.2270282963225806,0.0277784003681638
2022-02-25,0.1469550489565217,0.0229989397897596
2022-02-26,0.297989398,-0.0027813970538428
2022-02-27,0.3493819333333333,-0.0356823420189836
2022-02-28,0.1937038247935484,0.1454118392886461
2022-03-01,0.2480167664863636,0.026888524570001
2022-03-02,-0.1190077713636363,-0.0097063027250092
2022-03-03,-0.0687344787916666,-0.0335198114219356
2022-03-04,-0.1254953888521739,-0.0780693503604916
2022-03-05,-0.15716968985,0.0067193806468304
2022-03-06,0.294218978,-0.0248879944083952
2022-03-07,-0.1560044669523809,-0.0093166438852826
2022-03-08,0.0193491682727272,0.0177402599908331
2022-03-09,0.1972872938636363,0.083786397164149
2022-03-10,0.0674127626666666,-0.0606309540457713
2022-03-11,0.003237722047619,-0.0162913196229393
2022-03-12,0.0013457828571428,0.0028106492938184
2022-03-13,0.0984865886666666,-0.0271012579338149
2022-03-14,-0.2429304355217391,0.0480080837903738
2022-03-15,0.2463971666666667,-0.0082681015637209
2022-03-16,0.1322544097647059,0.045887144813449
2022-03-17,0.0347076692846153,-0.0046799317107646
2022-03-18,0.0850393444117647,0.0207508847429873
2022-03-19,0.4606042205,0.0093178306222092
2022-03-20,0.560066605,-0.022346848712323
2022-03-21,-0.0569667078333333,-0.0041172626245532
2022-03-22,0.266397368935,0.0311800141632243
2022-03-23,0.1028977209473684,0.0126100911530078
2022-03-24,0.2170554619038461,0.024898646221148
2022-03-25,0.2771168275727272,0.0088213976205258
2022-03-26,0.0027717216666666,0.003429583093865
2022-03-27,0.492858556,0.0521263122561272
2022-03-28,0.2163025740277777,0.0065678873583499
2022-03-29,0.0245896067599999,0.007166154611
2022-03-30,0.32788826875,-0.0084917350321905
2022-03-31,0.0567420085833333,-0.0323821082297023
2022-04-01,0.0768462518954545,0.0163151153882676
2022-04-02,0.220688896375,-0.0089170407983524
2022-04-03,-0.0984446483333333,0.0127453799892374
2022-04-04,-0.1244717877647059,0.0036403959498199
2022-04-05,0.2239859119565217,-0.0228790728090081
2022-04-06,-0.0455229559999999,-0.0515684939224001
2022-04-07,0.0695143999705882,0.0068764592473051
2022-04-08,0.048829239592,-0.0279557707943397
2022-04-09,0.1028566595,0.0116930709513578
2022-04-10,0.1903302333333333,-0.0134276800508243
2022-04-11,-0.0861418244782608,-0.0636322595381245
2022-04-12,-0.1092696108388888,0.0153150838928612
2022-04-13,-0.0295183794615384,0.0259063004651518
2022-04-14,0.3290037375652174,-0.0299080065317459
2022-04-15,-0.0865443676666666,0.0154736757264544
2022-04-16,0.12910485,-0.0031805042860567
2022-04-17,-0.5858696066666667,-0.0175025423561756
2022-04-18,-0.3358266358125,0.0279291746086074
2022-04-19,0.4455662396,0.0165710967533785
